timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1657982092189,15756,-320,200,,AddProductWithoutRegistr 1-1,text,true,,1895,439,1,3,https://advantageonlineshopping.com/catalog/api/v1/categories/3/products,,15756,ISO-8859-1,1,0,Bot0FF,0,436
1657982043836,67883,-94,200,,LogInAndChooseProduct 2-1,text,true,,769,486,1,3,https://www.advantageonlineshopping.com/order/api/v1/carts/945729536,,67883,ISO-8859-1,1,0,Bot0FF,0,390
1657982113019,0,Debug Sampler,200,OK,RegisterAndRemoveAccount 3-1,text,true,,569,0,1,3,null,,0,windows-1251,1,0,Bot0FF,0,0
1657981973107,110107,register,200,"Number of samples in transaction : 4, number of failing samples : 0",RegisterAndRemoveAccount 3-1,,true,,3882,2950,1,3,null,,110107,ISO-8859-1,1,0,Bot0FF,29804,1186
1657982113747,3000,-321,200,,AddProductWithoutRegistr 1-1,text,true,,984,439,1,3,https://advantageonlineshopping.com/catalog/api/v1/categories/attributes,,3000,ISO-8859-1,1,0,Bot0FF,0,400
1657982123121,1,Debug Sampler,200,OK,LogInAndChooseProduct 2-1,text,true,,576,0,1,3,null,,0,windows-1251,1,0,Bot0FF,0,0
1657981993027,95891,log_in,200,"Number of samples in transaction : 3, number of failing samples : 0",LogInAndChooseProduct 2-1,,true,,2887,1581,1,3,null,,95890,ISO-8859-1,1,0,Bot0FF,34203,789
1657982122549,678,-322,200,,AddProductWithoutRegistr 1-1,text,true,,1154,407,1,3,https://advantageonlineshopping.com/app/views/category-page.html,,678,ISO-8859-1,1,0,Bot0FF,0,477
1657982120468,3639,-381,200,,RegisterAndRemoveAccount 3-1,text,true,,1811,1107,1,3,https://advantageonlineshopping.com/accountservice/ws/GetAccountByIdNewRequest,,3639,utf-8,1,0,Bot0FF,0,436
1657982129027,808,-325,200,,AddProductWithoutRegistr 1-1,bin,true,,36866,430,1,3,https://advantageonlineshopping.com/catalog/fetchImage?image_id=3100,,798,ISO-8859-1,1,0,Bot0FF,0,398
1657982131557,3628,-382,200,,RegisterAndRemoveAccount 3-1,text,true,,1230,1131,1,3,https://advantageonlineshopping.com/accountservice/ws/GetAddressesByAccountIdRequest,,3628,utf-8,1,0,Bot0FF,0,387
1657982135637,991,-326,200,,AddProductWithoutRegistr 1-1,bin,true,,45858,430,1,3,https://advantageonlineshopping.com/catalog/fetchImage?image_id=3200,,798,ISO-8859-1,1,0,Bot0FF,0,390
1657982086389,21233,choose_category,200,"Number of samples in transaction : 5, number of failing samples : 0",AddProductWithoutRegistr 1-1,,true,,86757,2145,1,3,null,,21030,ISO-8859-1,1,0,Bot0FF,29005,2101
1657982134522,3664,-98,200,,LogInAndChooseProduct 2-1,text,true,,1861,447,1,3,https://www.advantageonlineshopping.com/catalog/api/v1/categories/2/products,,3664,ISO-8859-1,1,0,Bot0FF,0,392
1657982142430,605,-336,200,,AddProductWithoutRegistr 1-1,text,true,,2818,406,1,3,https://advantageonlineshopping.com/app/views/product-page.html,,605,ISO-8859-1,1,0,Bot0FF,0,397
1657982142636,4429,-383,200,,RegisterAndRemoveAccount 3-1,text,true,,973,1151,1,3,https://advantageonlineshopping.com/accountservice/ws/GetAccountPaymentPreferencesRequest,,4429,utf-8,1,0,Bot0FF,0,399
1657982148835,801,-341,200,,AddProductWithoutRegistr 1-1,bin,true,,37813,430,1,3,https://advantageonlineshopping.com/catalog/fetchImage?image_id=3103,,796,ISO-8859-1,1,0,Bot0FF,0,391
1657982136628,1406,choose_product,200,"Number of samples in transaction : 2, number of failing samples : 0",AddProductWithoutRegistr 1-1,,true,,40631,836,1,3,null,,1401,ISO-8859-1,1,0,Bot0FF,11603,788
1657982154515,592,-384,200,,RegisterAndRemoveAccount 3-1,text,true,,2171,416,1,3,https://advantageonlineshopping.com/app/account/views/myAccount-page.html,,592,ISO-8859-1,1,0,Bot0FF,0,392
1657982113020,12288,delete_uccount,200,"Number of samples in transaction : 4, number of failing samples : 0",RegisterAndRemoveAccount 3-1,,true,,6185,3805,1,3,null,,12288,ISO-8859-1,1,0,Bot0FF,29800,1614
1657982155438,587,-346,200,,AddProductWithoutRegistr 1-1,text,true,,1923,406,1,3,https://advantageonlineshopping.com/app/views/shoppingCart.html,,587,ISO-8859-1,1,0,Bot0FF,0,396
